origin_country,destination_country,passengers
Austria,India,337
Argentina,Saudi Arabia,300
Turkey,USA,40
Kenya,Iran,40
Finland,Switzerland,66
Iraq,Malaysia,187
Sweden,Czechia,87
Indonesia,Germany,405
Iran,Jordan,238
Greece,Mexico,307
Germany,Philippines,103
South Africa,Sweden,96
New Zealand,India,294
Netherlands,Saudi Arabia,82
Switzerland,Russia,285
Brazil,Poland,310
Thailand,Spain,199
Switzerland,Canada,23
Norway,Czechia,323
Peru,Iran,331
Belgium,Nigeria,437
Switzerland,Romania,231
Nigeria,Argentina,268
Sweden,Switzerland,363
Italy,Nigeria,319
Singapore,Saudi Arabia,458
Oman,Germany,270
Chile,Canada,40
Colombia,India,223
Mexico,South Korea,25
Romania,Italy,389
Thailand,South Africa,251
Switzerland,Austria,328
China,Thailand,94
Hungary,Iraq,129
Sweden,Qatar,92
Ukraine,Vietnam,2
Qatar,Romania,371
Austria,Ghana,304
South Africa,Czechia,299
Russia,Chile,144
Colombia,Malaysia,412
India,UAE,314
Israel,Australia,400
New Zealand,Kenya,394
Norway,France,13
Argentina,Ghana,171
UAE,Finland,483
South Africa,Singapore,242
Oman,UK,178
Canada,China,72
South Africa,Peru,453
Italy,Czechia,8
Czechia,Vietnam,200
Chile,Germany,190
Netherlands,Argentina,236
Singapore,Hungary,5
Oman,Spain,227
Jordan,Spain,229
Poland,Brazil,238
Peru,Norway,84
Argentina,Kenya,286
Netherlands,Iran,414
UK,Italy,398
Netherlands,New Zealand,144
Sweden,Romania,388
Iraq,Austria,173
Ghana,Germany,362
Thailand,Brazil,397
South Korea,Norway,402
Poland,Germany,81
South Korea,Spain,88
Hungary,Mexico,430
Romania,Sweden,333
Malaysia,Canada,380
Oman,USA,51
Russia,Switzerland,322
Egypt,Qatar,19
Canada,Colombia,435
Ghana,Thailand,438
Kenya,Finland,289
Mexico,Sweden,366
Indonesia,USA,380
USA,Austria,5
France,Turkey,231
Portugal,Russia,75
Belgium,Iran,220
Indonesia,France,277
Kenya,Qatar,408
Germany,Chile,115
Australia,UK,120
Kenya,Spain,260
USA,India,125
Finland,Denmark,249
Netherlands,Iraq,12
Greece,Germany,70
Norway,Sweden,390
USA,Greece,165
Nigeria,Turkey,120
Denmark,China,162
UK,Australia,35
Romania,India,485
Turkey,Vietnam,320
Norway,Switzerland,307
Argentina,Indonesia,298
Vietnam,Italy,199
Germany,China,284
Germany,Portugal,301
Mexico,Czechia,276
Egypt,USA,266
Chile,Portugal,239
Italy,Romania,479
Switzerland,Peru,42
UAE,Oman,329
UK,South Korea,394
Finland,Peru,141
Austria,Thailand,119
Jordan,Denmark,55
France,Qatar,480
UAE,Czechia,106
South Korea,Mexico,435
China,Italy,454
Russia,Malaysia,489
Singapore,Oman,481
UAE,Switzerland,221
Iran,India,39
Malaysia,Belgium,451
Netherlands,Mexico,296
Portugal,Hungary,113
Mexico,Canada,233
Canada,France,48
Brazil,Denmark,260
Kenya,Belgium,129
Denmark,Australia,411
Finland,India,320
Ukraine,Romania,209
Chile,New Zealand,189
China,Italy,379
Poland,Canada,13
Denmark,Iraq,15
Colombia,South Africa,336
France,Ukraine,320
Mexico,Iran,177
India,Peru,26
Czechia,Russia,296
Russia,Poland,472
Mexico,USA,3
UK,New Zealand,342
Peru,Hungary,130
Oman,Belgium,394
Chile,Ukraine,27
Brazil,Switzerland,47
Indonesia,Saudi Arabia,444
Malaysia,Poland,140
Sweden,Nigeria,313
Argentina,Romania,292
Germany,Spain,152
Ukraine,Kenya,51
Canada,Netherlands,184
Portugal,Australia,450
Chile,Malaysia,273
Chile,Qatar,260
Russia,UAE,440
Jordan,Norway,219
Indonesia,Colombia,4
Israel,Portugal,335
Greece,Romania,171
Oman,Brazil,250
Oman,Sweden,22
Sweden,Denmark,360
Philippines,South Africa,255
Denmark,Austria,126
Spain,Malaysia,140
Kenya,Greece,280
Japan,South Korea,406
Mexico,Japan,382
Ghana,Iraq,59
Colombia,New Zealand,365
Czechia,Qatar,70
Brazil,Saudi Arabia,418
New Zealand,Argentina,348
Indonesia,India,431
Colombia,France,54
Greece,Egypt,288
South Korea,Israel,331
USA,Ukraine,143
Egypt,China,156
UAE,Switzerland,64
Czechia,Thailand,471
Sweden,Canada,311
Germany,Switzerland,121
Germany,Chile,282
Canada,Qatar,203
Greece,Qatar,371
Ukraine,Denmark,423
Israel,Qatar,428
Hungary,Iraq,163
Italy,South Korea,13
Italy,China,310
Iran,Ukraine,420
Belgium,Qatar,344
Ghana,Mexico,248
China,Chile,59
Hungary,Canada,471
Qatar,Hungary,139
Mexico,Romania,449
Ireland,Portugal,311
Japan,Philippines,354
UK,Ghana,245
Denmark,Israel,306
UAE,France,492
Thailand,Nigeria,29
Kenya,Italy,239
Ghana,India,454
Italy,Switzerland,122
Italy,Egypt,399
France,Italy,35
Chile,Romania,129
UK,Greece,73
Oman,South Korea,147
USA,Romania,480
Brazil,Ghana,405
Argentina,Ukraine,421
South Africa,USA,237
Sweden,Denmark,324
Belgium,Qatar,261
Australia,Philippines,344
Austria,Iran,287
Japan,Malaysia,243
Kenya,UK,220
Australia,Brazil,479
Brazil,UK,178
Egypt,Hungary,118
South Africa,Egypt,422
Romania,Switzerland,299
Singapore,Oman,474
Peru,Norway,332
Switzerland,UAE,19
Oman,Turkey,215
Denmark,Brazil,420
Colombia,Portugal,244
Hungary,Ireland,495
Japan,Portugal,63
Colombia,Australia,236
UAE,Ireland,268
Portugal,Ukraine,297
USA,Singapore,105
South Africa,Egypt,259
Switzerland,Iran,230
South Africa,Oman,429
Jordan,Qatar,414
Colombia,India,240
Mexico,Israel,356
Nigeria,Poland,477
Argentina,Germany,168
UK,Peru,74
Vietnam,Philippines,285
Italy,Ireland,235
Colombia,Greece,62
Indonesia,Greece,325
Ukraine,Oman,84
Belgium,Iran,156
Romania,Czechia,439
Saudi Arabia,Kenya,149
Oman,Turkey,158
Finland,UK,476
South Africa,Spain,32
Kenya,Iraq,200
Colombia,South Korea,494
Singapore,Denmark,203
Vietnam,Indonesia,375
Brazil,New Zealand,21
France,Kenya,100
Iraq,Argentina,483
Ukraine,Kenya,251
Romania,Argentina,462
Finland,Vietnam,160
Nigeria,Netherlands,396
Finland,Egypt,284
Indonesia,Hungary,54
Denmark,USA,405
Nigeria,Colombia,144
France,Ghana,326
Saudi Arabia,Ghana,496
Canada,Netherlands,485
Vietnam,Czechia,407
Netherlands,Hungary,191
Philippines,Chile,217
Austria,Romania,160
Sweden,Ukraine,464
Switzerland,Austria,161
Qatar,Ireland,454
Czechia,Australia,194
Kenya,Iraq,261
Denmark,Jordan,443
Philippines,Indonesia,336
Netherlands,USA,218
Sweden,Greece,235
Russia,Spain,281
UAE,Greece,325
Greece,Canada,261
Qatar,New Zealand,203
Russia,Canada,362
Iraq,Qatar,410
Austria,Saudi Arabia,272
Japan,India,316
Sweden,Poland,288
Philippines,Argentina,125
Qatar,Malaysia,370
Kenya,UK,401
Hungary,Belgium,20
Belgium,Ireland,78
Nigeria,Romania,115
Iran,Indonesia,329
Greece,Malaysia,227
Australia,Philippines,238
Belgium,Israel,385
Singapore,Denmark,246
Nigeria,New Zealand,339
Iraq,Italy,87
Greece,Singapore,33
Germany,Chile,225
Sweden,Malaysia,404
Malaysia,Netherlands,78
Chile,Russia,398
Jordan,Israel,432
Israel,Hungary,103
Brazil,South Africa,224
Czechia,Argentina,432
Singapore,India,243
Czechia,Japan,438
Indonesia,Saudi Arabia,76
UAE,Egypt,221
Oman,Portugal,165
Ireland,Austria,356
Peru,Singapore,344
Japan,Chile,245
Iran,Australia,113
Ukraine,Japan,174
Romania,Philippines,368
Italy,Saudi Arabia,323
Portugal,Colombia,4
UK,Belgium,211
Spain,Peru,390
Kenya,Colombia,67
Vietnam,Australia,452
Oman,Jordan,341
Poland,Sweden,491
Brazil,Thailand,414
Sweden,Ireland,366
UAE,Hungary,158
Oman,UAE,292
Czechia,Canada,341
Greece,Nigeria,413
Hungary,Qatar,336
Switzerland,UK,166
India,South Africa,386
Nigeria,Mexico,370
Czechia,France,162
Indonesia,Australia,230
Switzerland,Spain,275
Ukraine,Italy,284
Russia,Spain,35
Philippines,Mexico,431
Thailand,Chile,405
Belgium,Sweden,498
South Korea,New Zealand,479
Portugal,Turkey,165
Qatar,Jordan,324
Israel,Belgium,290
UK,Singapore,195
Italy,Argentina,296
Mexico,Japan,309
South Korea,Belgium,196
Iran,Malaysia,161
Iran,South Korea,93
Egypt,Israel,163
Malaysia,Germany,451
Vietnam,Ukraine,471
Japan,New Zealand,226
Greece,Belgium,146
Chile,Greece,469
Hungary,Denmark,329
Ireland,Chile,353
Australia,Peru,257
Vietnam,Finland,111
Hungary,Malaysia,451
Nigeria,Argentina,129
South Korea,Israel,358
Jordan,China,5
Nigeria,Russia,297
Austria,Canada,461
Denmark,Greece,66
Canada,Nigeria,371
UAE,Australia,36
Peru,Russia,376
Austria,Switzerland,2
Ukraine,Iran,263
Romania,USA,53
Brazil,Argentina,146
Romania,Malaysia,170
Philippines,Chile,423
Vietnam,Czechia,403
France,Poland,199
Philippines,South Africa,282
Israel,Thailand,55
Saudi Arabia,Israel,65
Belgium,Iraq,365
Malaysia,Brazil,51
UAE,Kenya,245
Switzerland,Norway,30
Spain,Oman,101
Poland,Norway,437
Romania,Turkey,67
Ukraine,UK,345
Singapore,Russia,266
USA,Indonesia,394
Finland,Sweden,409
Hungary,Ireland,242
Ghana,Argentina,186
Mexico,Greece,383
Austria,Norway,442
Argentina,Iran,398
South Africa,Belgium,455
Hungary,Turkey,375
Indonesia,Ukraine,368
Czechia,Jordan,336
Spain,Belgium,364
UK,Japan,80
Finland,Iran,225
Ukraine,Canada,322
Israel,Poland,244
Ireland,Finland,380
Iran,Austria,259
Canada,Argentina,450
Australia,Nigeria,306
South Africa,Belgium,157
Singapore,Oman,219
Ghana,China,496
UAE,Saudi Arabia,186
Russia,UK,494
Peru,Austria,389
Norway,Ghana,259
Norway,South Korea,158
Indonesia,USA,193
Israel,France,463
Kenya,Czechia,480
Nigeria,UAE,319
Israel,Sweden,209
Norway,Germany,166
Iran,UAE,254
Czechia,Oman,14
Malaysia,Peru,418
Austria,Greece,451
Vietnam,Germany,375
Iraq,Kenya,451
Vietnam,Japan,10
Switzerland,Chile,98
Peru,Indonesia,136
Qatar,Iraq,59
Saudi Arabia,Argentina,139
Switzerland,Poland,351
Germany,Saudi Arabia,486
Portugal,Singapore,1
Kenya,Chile,424
Kenya,Austria,334
Singapore,Australia,330
Russia,Jordan,286
Malaysia,Singapore,384
UK,Ukraine,166
Denmark,Nigeria,116
Chile,South Korea,449
Brazil,Kenya,216
South Africa,Iraq,226
Malaysia,Saudi Arabia,84
Oman,Austria,444
Colombia,France,345
Ghana,France,500
Czechia,Egypt,14
Italy,Netherlands,223
USA,France,55
UAE,Norway,477
Netherlands,South Korea,164
Chile,Mexico,186
Nigeria,Malaysia,342
USA,Mexico,4
Mexico,Peru,67
Oman,Iran,342
UK,Philippines,251
Iran,Peru,477
Vietnam,Singapore,339
Austria,South Africa,203
Switzerland,Greece,293
Oman,Iran,380
Norway,Sweden,458
South Korea,UK,240
Malaysia,Qatar,160
Iran,Chile,473
Austria,Ghana,404
Poland,Germany,256
Ireland,Greece,180
Denmark,UK,272
Ireland,Ukraine,356
Turkey,Czechia,272
Sweden,UAE,104
Russia,Malaysia,89
Peru,Switzerland,126
Belgium,Mexico,382
Czechia,Germany,438
Sweden,China,465
Greece,Spain,321
Ireland,Philippines,36
South Korea,Ukraine,38
Switzerland,France,24
Vietnam,Greece,327
Romania,Norway,32
Portugal,Ireland,36
Spain,Australia,46
Portugal,New Zealand,468
Saudi Arabia,Peru,425
Japan,France,490
Canada,Saudi Arabia,472
Japan,Malaysia,165
Brazil,Belgium,41
Saudi Arabia,Chile,156
Singapore,Jordan,488
Egypt,Japan,341
Australia,Poland,428
Portugal,Chile,110
Israel,Australia,306
Malaysia,Romania,299
Colombia,Sweden,463
Ukraine,Spain,384
Finland,Iran,109
Brazil,Russia,218
Netherlands,Russia,90
Austria,Chile,462
Malaysia,Germany,439
Portugal,UK,71
Germany,Chile,160
Greece,Australia,34
Egypt,Austria,442
Mexico,France,78
Egypt,UK,55
Belgium,South Africa,264
Iraq,Qatar,59
Singapore,Czechia,433
Poland,Australia,150
Czechia,Hungary,50
Poland,Turkey,409
Ukraine,USA,403
Turkey,Switzerland,73
Denmark,Israel,119
Jordan,Indonesia,385
South Africa,China,236
Japan,Germany,376
Kenya,Greece,168
Colombia,India,416
Ireland,Hungary,111
Oman,UAE,113
Netherlands,India,53
Australia,Switzerland,354
Iran,Thailand,492
Norway,Greece,46
Poland,South Korea,393
Canada,Austria,409
UAE,South Korea,133
Kenya,Singapore,166
Italy,Vietnam,116
Thailand,Denmark,9
Switzerland,Egypt,215
Austria,South Korea,364
Ukraine,Israel,58
Switzerland,Hungary,326
Romania,Poland,179
Kenya,Denmark,109
South Africa,Switzerland,492
Iran,Peru,399
Kenya,Egypt,54
Chile,Poland,314
UK,Austria,148
Canada,Singapore,273
Chile,Finland,169
Hungary,Turkey,343
Ghana,Italy,255
Ukraine,Romania,156
Indonesia,Iraq,250
UAE,Indonesia,302
Egypt,Germany,362
France,Spain,489
Colombia,Peru,361
Peru,Greece,426
Malaysia,Ukraine,483
Nigeria,Japan,387
Austria,Mexico,101
Brazil,South Korea,13
Greece,India,156
Turkey,Ireland,279
Finland,France,375
Netherlands,New Zealand,58
Vietnam,Singapore,443
France,Ukraine,85
USA,Thailand,196
Oman,New Zealand,220
Philippines,Mexico,181
Australia,Japan,277
Portugal,Ukraine,227
Australia,Mexico,62
Belgium,Thailand,3
Kenya,Russia,313
Czechia,Russia,215
Israel,Denmark,298
Israel,Iran,10
Nigeria,Finland,479
India,Oman,442
South Korea,Singapore,429
Norway,Jordan,183
Belgium,Russia,241
Israel,Austria,258
Iraq,Philippines,277
Kenya,Poland,109
UK,Singapore,408
Greece,Jordan,490
USA,Norway,258
Oman,Spain,479
Italy,Belgium,409
Peru,Portugal,357
UK,Australia,237
Poland,Greece,45
Poland,Iraq,486
Singapore,Saudi Arabia,470
Nigeria,Italy,174
Iraq,USA,242
Singapore,Germany,246
Italy,Chile,441
Sweden,Austria,322
China,Philippines,381
Netherlands,Norway,426
Jordan,Australia,483
Italy,Romania,186
Poland,South Korea,485
Chile,Canada,178
Austria,Colombia,454
UK,Thailand,120
Turkey,USA,248
Saudi Arabia,Japan,443
Sweden,Switzerland,434
Thailand,Austria,427
Jordan,Sweden,191
Nigeria,Austria,256
Jordan,Finland,136
Thailand,Hungary,23
Germany,New Zealand,90
South Korea,Japan,226
Russia,Turkey,383
Nigeria,Kenya,129
Austria,Norway,109
Italy,Nigeria,278
USA,Argentina,149
Austria,Kenya,437
Singapore,Turkey,240
Austria,Netherlands,280
Turkey,UAE,250
Nigeria,Colombia,194
Chile,Romania,198
Israel,Philippines,231
New Zealand,Spain,173
Sweden,Iran,459
Colombia,Egypt,360
Iraq,UK,178
Singapore,Ireland,320
Ghana,Ukraine,119
Argentina,Peru,45
Greece,Peru,74
Sweden,Portugal,394
Spain,Ghana,496
Greece,UK,276
Belgium,Egypt,193
Belgium,Colombia,270
Mexico,Japan,49
Saudi Arabia,Romania,245
Ghana,Finland,341
France,Ukraine,327
Peru,South Africa,497
Finland,Portugal,43
Ireland,South Africa,284
Greece,Romania,240
Sweden,China,470
Nigeria,Austria,408
Malaysia,Netherlands,119
Singapore,Jordan,248
China,Switzerland,385
UAE,Mexico,289
Saudi Arabia,Ukraine,429
Spain,Japan,499
Israel,Romania,312
Ukraine,Czechia,39
Iraq,Canada,113
Egypt,Sweden,29
Finland,Turkey,324
New Zealand,Italy,152
Ireland,Indonesia,415
UAE,Sweden,150
Saudi Arabia,Chile,400
Jordan,Ghana,475
Chile,Sweden,395
Ukraine,New Zealand,436
Chile,Brazil,302
China,Greece,150
Ghana,Mexico,23
Iraq,Australia,428
New Zealand,Oman,171
Czechia,Belgium,136
Norway,Colombia,143
Ireland,Ghana,284
Ghana,Romania,118
Spain,USA,156
Egypt,China,250
Switzerland,South Korea,463
Belgium,Japan,86
USA,China,163
Philippines,Chile,463
Italy,Poland,213
Qatar,China,101
Ghana,Singapore,479
Austria,Canada,42
Colombia,Indonesia,439
Japan,UK,273
Argentina,Germany,359
Ukraine,USA,330
India,UAE,334
Sweden,Austria,98
Chile,Australia,489
Spain,Switzerland,456
UK,Philippines,434
Russia,Malaysia,164
Saudi Arabia,South Korea,348
Qatar,South Africa,422
Portugal,Turkey,413
Israel,Jordan,310
Iran,Switzerland,199
Mexico,Denmark,334
Russia,Poland,163
Netherlands,Egypt,265
Russia,Germany,451
Jordan,Canada,499
Denmark,Germany,375
Portugal,Israel,219
Spain,India,239
Canada,Israel,425
Nigeria,UK,400
Turkey,USA,438
Hungary,France,395
Norway,Colombia,430
Russia,Mexico,396
Belgium,Switzerland,134
Greece,Denmark,369
Kenya,Indonesia,21
Egypt,Singapore,488
Canada,Australia,471
South Korea,India,260
Chile,Denmark,210
Argentina,UK,190
Oman,Czechia,111
UAE,India,24
India,Ireland,232
Greece,South Korea,48
Netherlands,Chile,270
New Zealand,Hungary,195
Brazil,Thailand,219
Iraq,Hungary,285
Qatar,USA,459
Saudi Arabia,Poland,8
Italy,Oman,359
Switzerland,Netherlands,309
Chile,Greece,98
Qatar,Jordan,478
Germany,Japan,150
Italy,Argentina,197
Austria,Poland,71
Czechia,Ireland,152
South Korea,Nigeria,158
Canada,Qatar,363
Colombia,Egypt,482
Sweden,Switzerland,188
Egypt,Qatar,238
India,USA,395
China,Thailand,321
Romania,Hungary,175
Poland,Kenya,180
France,Nigeria,159
Belgium,Poland,302
South Africa,Thailand,285
Colombia,Ireland,430
Japan,Peru,180
Indonesia,USA,49
Greece,South Korea,135
Peru,Iran,500
Poland,Turkey,101
Ukraine,Malaysia,132
Kenya,Turkey,90
Vietnam,Romania,4
Ghana,New Zealand,54
Singapore,Australia,438
South Africa,Qatar,220
Germany,India,6
Argentina,Spain,281
USA,Russia,238
Malaysia,Denmark,93
Czechia,Ireland,277
UK,Iraq,337
Argentina,Qatar,329
Romania,Czechia,360
Qatar,Iraq,29
Belgium,Sweden,486
Oman,Saudi Arabia,305
Chile,Vietnam,385
Singapore,Greece,486
UAE,Australia,449
Ireland,Sweden,93
China,Nigeria,374
France,Israel,322
India,Germany,277
Norway,Malaysia,111
Sweden,Norway,147
Ireland,Russia,247
Hungary,Nigeria,401
Switzerland,Spain,433
Poland,Thailand,19
Ireland,Sweden,285
South Korea,Belgium,50
Oman,Turkey,178
Czechia,UK,214
Nigeria,Austria,201
Denmark,Colombia,355
Vietnam,India,47
Hungary,Argentina,41
Australia,Poland,405
Turkey,Argentina,279
South Africa,Kenya,248
USA,Nigeria,241
Greece,Norway,426
Hungary,China,189
Canada,Netherlands,385
Thailand,Turkey,481
Austria,Mexico,218
New Zealand,UK,3
Chile,Iran,243
Mexico,Poland,263
Vietnam,Brazil,427
Ireland,Thailand,245
Nigeria,New Zealand,78
Qatar,UAE,6
Peru,Kenya,247
Belgium,UK,466
Portugal,Czechia,391
Argentina,Greece,254
Spain,New Zealand,12
Peru,Russia,234
UK,Indonesia,430
Saudi Arabia,Portugal,242
Iraq,Spain,405
Portugal,Italy,396
Ukraine,Ireland,100
Portugal,South Africa,8
Peru,South Korea,284
Austria,Ireland,334
Germany,Sweden,375
Norway,UAE,279
Israel,Norway,494
Qatar,Russia,152
France,Greece,214
India,Japan,27
Philippines,Czechia,408
Colombia,Israel,318
Ukraine,Czechia,181
Malaysia,Indonesia,37
Iran,Chile,134
Norway,Saudi Arabia,92
India,Finland,383
New Zealand,Ireland,487
Malaysia,Norway,160
Spain,Colombia,404
Portugal,Hungary,151
Norway,Saudi Arabia,62
Oman,Ukraine,498
Turkey,Czechia,466
New Zealand,South Korea,36
USA,Ghana,346
Netherlands,South Africa,330
Singapore,Israel,39
Oman,Ireland,327
Netherlands,Kenya,20
Israel,Philippines,392
Ukraine,India,410
Egypt,Belgium,477
Ghana,Saudi Arabia,272
France,Brazil,464
China,Egypt,34
Denmark,Canada,205
UK,Indonesia,14
Finland,UK,429
Belgium,South Africa,120
UAE,Turkey,370
Egypt,Italy,232
Austria,Indonesia,287
Mexico,Ghana,25
Singapore,Italy,296
France,Iraq,216
Kenya,Sweden,272
Nigeria,Thailand,329
Nigeria,Philippines,145
Saudi Arabia,Romania,374
Sweden,Turkey,392
Poland,Finland,317
Sweden,Ireland,99
Jordan,India,155
Ukraine,Belgium,151
Saudi Arabia,Malaysia,238
Hungary,Spain,141
Poland,Finland,267
Philippines,New Zealand,56
Belgium,Turkey,296
Switzerland,South Korea,53
Spain,Nigeria,360
Turkey,Philippines,276
UAE,Portugal,87
Oman,Turkey,124
Thailand,Ukraine,91
South Africa,Canada,350
Chile,UAE,262
Iraq,UAE,212
Philippines,Netherlands,63
Colombia,Romania,3
Nigeria,Peru,222
Indonesia,Qatar,455
Egypt,Mexico,93
Iraq,Ukraine,59
Iran,USA,184
Ireland,Chile,469
Malaysia,Sweden,279
Canada,Finland,331
Philippines,Norway,195
UAE,Argentina,122
Belgium,USA,456
Poland,Belgium,285
Denmark,Turkey,61
Switzerland,UK,85
Colombia,Philippines,106
Iran,Brazil,331
Israel,UK,57
Iraq,New Zealand,246
UK,Germany,24
Norway,Egypt,430
Ghana,New Zealand,322
Russia,Mexico,152
Chile,Netherlands,445
Colombia,Ukraine,205
Qatar,Russia,267
Argentina,India,348
South Africa,Australia,27
Qatar,Turkey,328
Singapore,Switzerland,247
Thailand,South Korea,348
Saudi Arabia,Egypt,91
Czechia,Chile,174
Switzerland,Russia,410
UK,Netherlands,424
Australia,Ukraine,275
Vietnam,Belgium,203
Oman,Russia,188
Colombia,Ukraine,365
Israel,Oman,78
Nigeria,Kenya,3
Turkey,UK,54
Romania,Brazil,59
Poland,Spain,361
Turkey,Greece,225
UK,Portugal,104
Qatar,Nigeria,269
Thailand,Israel,275
Mexico,Russia,164
USA,Jordan,433
Greece,Belgium,311
Israel,Jordan,150
France,Saudi Arabia,58
Germany,South Korea,443
Ghana,Colombia,122
Turkey,Austria,261
UK,Thailand,465
Norway,Ireland,377
Brazil,Denmark,346
Australia,China,191
Canada,Romania,35
China,New Zealand,58
Iran,Switzerland,233
Turkey,New Zealand,150
New Zealand,Australia,118
South Africa,Nigeria,277
Philippines,Egypt,165
France,Romania,324
Switzerland,Nigeria,106
UAE,Iraq,324
USA,Portugal,376
Ireland,Ukraine,122
Belgium,China,327
Saudi Arabia,Chile,397
Germany,USA,241
Ukraine,China,102
Qatar,Ukraine,221
Colombia,India,256
Switzerland,Ireland,67
Brazil,Iran,151
Canada,Iran,302
Australia,Iraq,156
Iraq,Switzerland,1
Hungary,Netherlands,348
Austria,South Africa,170
Jordan,Czechia,356
Egypt,Ireland,231
Singapore,Canada,99
Singapore,Nigeria,471
Australia,Philippines,442
Israel,Belgium,94
Brazil,Peru,326
Iraq,Saudi Arabia,160
Vietnam,Turkey,282
Austria,Switzerland,2
Denmark,Vietnam,467
New Zealand,Japan,156
Japan,Israel,69
Czechia,Brazil,94
Turkey,Belgium,397
Saudi Arabia,USA,36
Saudi Arabia,Poland,80
Jordan,China,325
Portugal,USA,12
Thailand,Denmark,403
France,Germany,314
Argentina,Australia,267
Germany,China,356
Singapore,Peru,122
India,Portugal,239
Portugal,Netherlands,482
South Africa,Spain,37
Malaysia,Australia,83
Chile,Norway,87
Australia,Thailand,203
Hungary,Saudi Arabia,284
Australia,Philippines,81
Czechia,Jordan,101
Argentina,Philippines,393
India,Austria,327
Ghana,South Korea,319
Belgium,Turkey,483
USA,France,326
Qatar,Canada,295
Kenya,Germany,113
Denmark,Iraq,104
Austria,Saudi Arabia,56
Turkey,Russia,344
Philippines,Israel,38
Australia,Denmark,263
Iraq,India,328
Portugal,Germany,5
Belgium,Mexico,194
USA,Denmark,300
Ghana,Argentina,430
Peru,Hungary,221
South Africa,Russia,167
Romania,Denmark,92
Oman,South Korea,299
Egypt,Ukraine,332
UAE,Nigeria,382
Turkey,Spain,463
South Korea,Hungary,328
Australia,Germany,163
South Korea,Greece,288
Malaysia,China,487
Iraq,Canada,379
Australia,Italy,251
Switzerland,Iraq,316
Romania,Japan,129
Philippines,Mexico,321
Ukraine,Thailand,266
Iran,Japan,417
Peru,Iran,321
Finland,Czechia,191
Finland,Mexico,182
UK,Netherlands,254
UK,Canada,213
Ireland,Peru,343
Russia,France,188
Greece,Japan,498
India,Colombia,347
Kenya,Israel,108
Indonesia,Finland,394
Belgium,South Africa,466
Vietnam,Argentina,480
